id|authority_id|name|url|machine_name|sort_name
2406|2406|United Kingdom Serials Group|http://www.uksg.org/|united kingdom serials group|united kingdom serials group
2407|2407|United Scholars|http://www.unitedscholars.net/home.html|united scholars|united scholars
2408|2408|United States Department of Commerce, National Oceanic and Atmospheric Administration, National Marine Fisheries Service|http://spo.nwr.noaa.gov/|united states department of commerce national oceanic and atmospheric administration national marine fisheries service|united states department of commerce national oceanic and atmospheric administration national marine fisheries service
2409|2409|Universa Press|http://www.acta-gastroenterologica.be/|universa press|universa press
2410|2410|Universidad Abierta Interamericana, Centros de Altos Estudios|http://www.caee.uai.edu.ar/|universidad abierta interamericana centros de altos estudios|universidad abierta interamericana centros de altos estudios
2411|2411|Universidad Autonoma de Barcelona, Grupo de Estudios sobra lo Fantastico|http://www.lofantastico.com/index.html|universidad autonoma de barcelona grupo de estudios sobra lo fantastico|universidad autonoma de barcelona grupo de estudios sobra lo fantastico
2412|2412|Universidad Autónoma de Ciudad Juárez, Instituto de Ciencias Sociales y Administración|http://www.uacj.mx/icsa/Paginas/default.aspx|universidad aut noma de ciudad ju rez instituto de ciencias sociales y administraci n|universidad aut noma de ciudad ju rez instituto de ciencias sociales y administraci n
2413|2413|Universidad Autonoma de Madrid, Departamento de Matematicas|http://www.uam.es/departamentos/ciencias/matematicas/dept.htm|universidad autonoma de madrid departamento de matematicas|universidad autonoma de madrid departamento de matematicas
2414|2414|Universidad Autónoma de Madrid, Facultad de Derecho, Departamento de Ciencia Política y Relaciones Internacionales, Grupo de Estudios de Relaciones Internacionales|http://portal.uam.es/portal/page/portal/UAM_ORGANIZATIVO/Departamentos/CienciaPoliticaRelacionesInternacionales/actividades_del_departamento/GERI|universidad aut noma de madrid facultad de derecho departamento de ciencia pol tica y relaciones internacionales grupo de estudios de relaciones internacionales|universidad aut noma de madrid facultad de derecho departamento de ciencia pol tica y relaciones internacionales grupo de estudios de relaciones internacionales
2415|2415|Universidad Autónoma de Madrid, Facultad de Filosofía y Letras, Instituto Universitario La Corte en Europa|http://www.iulce.es/|universidad aut noma de madrid facultad de filosof a y letras instituto universitario la corte en europa|universidad aut noma de madrid facultad de filosof a y letras instituto universitario la corte en europa
2416|2416|Universidad Autónoma de Nayarit|http://www.uan.edu.mx/|universidad aut noma de nayarit|universidad aut noma de nayarit
2417|2417|Universidad Autonoma del Estado de Mexico|http://www.uaemex.mx/|universidad autonoma del estado de mexico|universidad autonoma del estado de mexico
2418|2418|Universidad Complutense de Madrid, Facultad de Ciencias de la Información|http://ccinformacion.ucm.es/|universidad complutense de madrid facultad de ciencias de la informaci n|universidad complutense de madrid facultad de ciencias de la informaci n
2419|2419|Universidad Complutense de Madrid, Facultad de Ciencias Políticas y Sociología, Departamento de Sociología IV|http://www.ucm.es/info/socivmyt/|universidad complutense de madrid facultad de ciencias pol ticas y sociolog a departamento de sociolog a iv|universidad complutense de madrid facultad de ciencias pol ticas y sociolog a departamento de sociolog a iv
2420|2420|Universidad Complutense de Madrid, Facultad de Geografía e Historia, Departamento de Historia del Arte I Medieval, Grupo de Investigación CAPIRE|https://www.ucm.es/capire|universidad complutense de madrid facultad de geograf a e historia departamento de historia del arte i medieval grupo de investigaci n capire|universidad complutense de madrid facultad de geograf a e historia departamento de historia del arte i medieval grupo de investigaci n capire
2421|2421|Universidad Complutense Madrid, Grupo de Investigación Ética, política y derechos humanos en la sociedad tecnológica|https://www.ucm.es/epdh/el-grupo|universidad complutense madrid grupo de investigaci n tica pol tica y derechos humanos en la sociedad tecnol gica|universidad complutense madrid grupo de investigaci n tica pol tica y derechos humanos en la sociedad tecnol gica
2422|2422|Universidad de Alcalá de Henares, Departamento de Filología, Comunicación y Documentación|http://www.uah.es/centros_departamentos/departamentos/artes_humanidades/filologia_comunicacion_documentacion.asp|universidad de alcal de henares departamento de filolog a comunicaci n y documentaci n|universidad de alcal de henares departamento de filolog a comunicaci n y documentaci n
2423|2423|Universidad de Alicante, Education Technologias de la Infromacion y la Comunicacion|http://www.edutic.ua.es/|universidad de alicante education technologias de la infromacion y la comunicacion|universidad de alicante education technologias de la infromacion y la comunicacion
2424|2424|Universidad de Alicante, Facultad de Educación|http://educacio.ua.es/|universidad de alicante facultad de educaci n|universidad de alicante facultad de educaci n
2425|2425|Universidad de Alicante, Grupo de investigación Comunicación y Públicos Específicos|http://blogs.ua.es/comunicacionypublicosespecificos/|universidad de alicante grupo de investigaci n comunicaci n y p blicos espec ficos|universidad de alicante grupo de investigaci n comunicaci n y p blicos espec ficos
2426|2426|Universidad de Buenos Aires, Facultad de Ciencias Sociales, Instituto de Investigaciones Gino Germani|http://iigg.sociales.uba.ar/|universidad de buenos aires facultad de ciencias sociales instituto de investigaciones gino germani|universidad de buenos aires facultad de ciencias sociales instituto de investigaciones gino germani
2427|2427|Universidad de Chile, Centro de Estudios Griegos, Bizantinos y Neohelénicos|http://www.estudiosgriegos.cl/|universidad de chile centro de estudios griegos bizantinos y neohel nicos|universidad de chile centro de estudios griegos bizantinos y neohel nicos
2428|2428|Universidad de Chile, Instituto de la Vivienda|http://www.uchile.cl/portal/investigacion/centros-y-programas/institutos-de-facultad/8178/instituto-de-la-vivienda-invi|universidad de chile instituto de la vivienda|universidad de chile instituto de la vivienda
2429|2429|Universidad de Costa Rica (Green)|http://www.ucr.ac.cr/|universidad de costa rica green|universidad de costa rica green
2430|2430|Universidad de Costa Rica, Centro Centroamericano de Población|http://ccp.ucr.ac.cr/|universidad de costa rica centro centroamericano de poblaci n|universidad de costa rica centro centroamericano de poblaci n
2431|2431|Universidad de Granada, Facultad de Ciencias de la Educacion|http://fcce.ugr.es/|universidad de granada facultad de ciencias de la educacion|universidad de granada facultad de ciencias de la educacion
2432|2432|Universidad de Jaén, Centro de Profesorado Sagrada Familia de Ubenda|http://magisterio.safa.edu/|universidad de ja n centro de profesorado sagrada familia de ubenda|universidad de ja n centro de profesorado sagrada familia de ubenda
2433|2433|Universidad de la República Oriental del Uruguay, Facultad de Derecho|http://www.fder.edu.uy/|universidad de la rep blica oriental del uruguay facultad de derecho|universidad de la rep blica oriental del uruguay facultad de derecho
2434|2434|Universidad de la Republica, Facultad de Odontologia|http://www.odon.edu.uy/|universidad de la republica facultad de odontologia|universidad de la republica facultad de odontologia
2435|2435|Universidad de La Rioja|http://www.unirioja.es/index.shtml|universidad de la rioja|universidad de la rioja
2436|2436|Universidad de La Sabana|http://revistas.unisabana.edu.co/index.php/|universidad de la sabana|universidad de la sabana
2437|2437|Universidad de La Serena|http://www.revistas.userena.cl/|universidad de la serena|universidad de la serena
2438|2438|Universidad de las Ciencias Informaticas|http://www.uci.cu/|universidad de las ciencias informaticas|universidad de las ciencias informaticas
2439|2439|Universidad de Las Palmas de Gran Canaria|http://www.servicios.ulpgc.es/publicaciones/JPortal25/|universidad de las palmas de gran canaria|universidad de las palmas de gran canaria
2440|2440|Universidad de Las Palmas de Gran Canaria, Facultad de Geografía e Historia|http://www.fgh.ulpgc.es/|universidad de las palmas de gran canaria facultad de geograf a e historia|universidad de las palmas de gran canaria facultad de geograf a e historia
2441|2441|Universidad de Las Tunas, Centro de Estudios de Didáctica|http://cedut.freeservers.com/|universidad de las tunas centro de estudios de did ctica|universidad de las tunas centro de estudios de did ctica
2442|2442|Universidad de Los Andes, Instituto de Inmunología Clínica|http://www.medic.ula.ve/idic/|universidad de los andes instituto de inmunolog a cl nica|universidad de los andes instituto de inmunolog a cl nica
2443|2443|Universidad de Málaga, Facultad de ciencias de la Educacion|http://www.cceducacion.uma.es/|universidad de m laga facultad de ciencias de la educacion|universidad de m laga facultad de ciencias de la educacion
2444|2444|Universidad de Manizales, Centro de Estudios Avanzados en Niñez y Juventud|http://ceanj.cinde.org.co/|universidad de manizales centro de estudios avanzados en ni ez y juventud|universidad de manizales centro de estudios avanzados en ni ez y juventud
2445|2445|Universidad de Murcia|http://revistas.um.es/|universidad de murcia|universidad de murcia
2446|2446|Universidad de Oriente|http://www.uo.edu.cu/|universidad de oriente|universidad de oriente
2447|2447|Universidad de Puerto Rico, Recinto de Ciencias Médicas|http://prhsj.rcm.upr.edu/index.php/prhsj|universidad de puerto rico recinto de ciencias m dicas|universidad de puerto rico recinto de ciencias m dicas
2448|2448|Universidad de Santander, Facultad de Ciencias de la Salud, Programa de Enfermería|http://www.udes.edu.co/programas-profesionales/facultad-ciencias-de-la-salud/enfermeria.html|universidad de santander facultad de ciencias de la salud programa de enfermer a|universidad de santander facultad de ciencias de la salud programa de enfermer a
2449|2449|Universidad de Santiago de Chile, Instituto de Estudios Avanzados|http://ideausach.cl/|universidad de santiago de chile instituto de estudios avanzados|universidad de santiago de chile instituto de estudios avanzados
2450|2450|Universidad de Sevilla, Facultad de Filologia, Deptartmento de Literatura Española|http://literaturaesp.us.es/|universidad de sevilla facultad de filologia deptartmento de literatura espa ola|universidad de sevilla facultad de filologia deptartmento de literatura espa ola
2451|2451|Universidad de Sevilla, Secretariado de Publicaciones|http://institucional.us.es/habis/|universidad de sevilla secretariado de publicaciones|universidad de sevilla secretariado de publicaciones
2452|2452|Universidad de Valladolid, Department of Spanish Literature, Theory of Literature and Comparative Literature|http://www.fyl.uva.es/~wlityteo/presentacion.htm|universidad de valladolid department of spanish literature theory of literature and comparative literature|universidad de valladolid department of spanish literature theory of literature and comparative literature
2453|2453|Universidad del Atlántico, Facultad de Ciencias Humanas, Programa de Historia, Grupo de historia de la educación e identidad nacional|http://www.uniatlantico.edu.co/uatlantico/investigacion/grupo-investigaciones-historicas|universidad del atl ntico facultad de ciencias humanas programa de historia grupo de historia de la educaci n e identidad nacional|universidad del atl ntico facultad de ciencias humanas programa de historia grupo de historia de la educaci n e identidad nacional
2454|2454|Universidad del Pais Vasco, Centro de Estudios sobre la Identidad Colectiva|http://www.identidadcolectiva.es/|universidad del pais vasco centro de estudios sobre la identidad colectiva|universidad del pais vasco centro de estudios sobre la identidad colectiva
2455|2455|Universidad Externado de Colombia|http://www.uexternado.edu.co/|universidad externado de colombia|universidad externado de colombia
2456|2456|Universidad Francisco de Vitoria|http://www.ufv.es/|universidad francisco de vitoria|universidad francisco de vitoria
2457|2457|Universidad Galileo, Instituto de Ciencias de la Familia|http://www.institutoguatemala.com/?ckattempt=1|universidad galileo instituto de ciencias de la familia|universidad galileo instituto de ciencias de la familia
2458|2458|Universidad ICESI|http://www.icesi.edu.co/|universidad icesi|universidad icesi
2459|2459|Universidad ICESI, Facultad de Derecho y Ciencias sociales, Centro de Estudios Interdisciplinario, Jurídicos, Sociales y Humanistas|http://www.icesi.edu.co/cies/|universidad icesi facultad de derecho y ciencias sociales centro de estudios interdisciplinario jur dicos sociales y humanistas|universidad icesi facultad de derecho y ciencias sociales centro de estudios interdisciplinario jur dicos sociales y humanistas
2460|2460|Universidad Icesi, Facultad de Ingeniería|http://www.icesi.edu.co/facultad_ingenieria/|universidad icesi facultad de ingenier a|universidad icesi facultad de ingenier a
2461|2461|Universidad Industrial de Santander, Escuela de Historia|https://www.uis.edu.co/webUIS/es/academia/facultades/cienciasHumanas/escuelas/historia/index.html|universidad industrial de santander escuela de historia|universidad industrial de santander escuela de historia
2462|2462|Universidad Industrial de Santander, Facultad de Ingenierías Fisicomecánicas|https://www.uis.edu.co/webUIS/es/academia/facultades/fisicoMecanicas/index.html|universidad industrial de santander facultad de ingenier as fisicomec nicas|universidad industrial de santander facultad de ingenier as fisicomec nicas
2463|2463|Universidad Libre, Sede Principal, Facultad de Ciencias Económicas, Administrativas y Contables, Centro de Investigaciones|http://criteriolibre.unilibre.edu.co/index.php/clibre/index|universidad libre sede principal facultad de ciencias econ micas administrativas y contables centro de investigaciones|universidad libre sede principal facultad de ciencias econ micas administrativas y contables centro de investigaciones
2464|2464|Universidad Miguel Hernández, Departamento de Psicología de la Salud|http://www.revistapcna.com/|universidad miguel hern ndez departamento de psicolog a de la salud|universidad miguel hern ndez departamento de psicolog a de la salud
2465|2465|Universidad Nacional Automona de Mexico, Facultad de Ciencias Políticas y Sociales|http://www.politicas.unam.mx/principal/index.php|universidad nacional automona de mexico facultad de ciencias pol ticas y sociales|universidad nacional automona de mexico facultad de ciencias pol ticas y sociales
2466|2466|Universidad Nacional Autonoma de Mexico|http://www.unam.mx/|universidad nacional autonoma de mexico|universidad nacional autonoma de mexico
2467|2467|Universidad Nacional de Colombia|http://revistas.unal.edu.co/index.php/index/index|universidad nacional de colombia blue|universidad nacional de colombia blue
2468|2468|Universidad Nacional de Córdoba, Centro de Estudios Avanzados|http://www.cea.unc.edu.ar/|universidad nacional de c rdoba centro de estudios avanzados|universidad nacional de c rdoba centro de estudios avanzados
2469|2469|Universidad Nacional de Córdoba, CONICET, Centro de Investigaciones y Estudios sobre Cultura y Sociedad|http://www.relaces.com.ar/|universidad nacional de c rdoba conicet centro de investigaciones y estudios sobre cultura y sociedad|universidad nacional de c rdoba conicet centro de investigaciones y estudios sobre cultura y sociedad
2470|351|Universidad Nacional de Costa Rica|http://www.una.ac.cr/|universidad nacional de costa rica|universidad nacional de costa rica
2471|2471|Universidad Nacional de Educacion a Distancia, Centro Asociado de Sevilla|http://www.unedsevilla.es/|universidad nacional de educacion a distancia centro asociado de sevilla|universidad nacional de educacion a distancia centro asociado de sevilla
2472|2472|Universidad Nacional de la Patagonia Austral|http://www.unpa.edu.ar/|universidad nacional de la patagonia austral|universidad nacional de la patagonia austral
2473|2473|Universidad Nacional de La Plata, Facultad de Ciencias Jurídicas y Sociales, Instituto de Cultura Jurídica y Maestría en Sociología Jurídica|http://www.icj.jursoc.unlp.edu.ar/|universidad nacional de la plata facultad de ciencias jur dicas y sociales instituto de cultura jur dica y maestr a en sociolog a jur dica|universidad nacional de la plata facultad de ciencias jur dicas y sociales instituto de cultura jur dica y maestr a en sociolog a jur dica
2474|2474|Universidad Nacional de La Plata, Facultad de Humanidades y Ciencias de la Educación|http://www.fahce.unlp.edu.ar/|universidad nacional de la plata facultad de humanidades y ciencias de la educaci n|universidad nacional de la plata facultad de humanidades y ciencias de la educaci n
2475|2475|Universidad Nacional de la Plata, Instituto de Física de Líquidos y Sistemas Biológicos|http://www.iflysib.unlp.edu.ar/|universidad nacional de la plata instituto de f sica de l quidos y sistemas biol gicos|universidad nacional de la plata instituto de f sica de l quidos y sistemas biol gicos
2476|2476|Universidad Nacional de Mar del Plata, Facutad de Arquitectura, Urbanismo y Diseno|http://www2.mdp.edu.ar/arquitectura/inicio/inicio.htm|universidad nacional de mar del plata facutad de arquitectura urbanismo y diseno|universidad nacional de mar del plata facutad de arquitectura urbanismo y diseno
2477|2477|Universidad Nacional de Trujillo|http://www.unitru.edu.pe/|universidad nacional de trujillo|universidad nacional de trujillo
2478|2478|Universidad Nacional Mayor de San Marcos, Facultad de Ciencias Biológicas|http://biologia.unmsm.edu.pe/|universidad nacional mayor de san marcos facultad de ciencias biol gicas|universidad nacional mayor de san marcos facultad de ciencias biol gicas
2479|2479|Universidad Nacional Mayor de San Marcos, Facultad de Letras y Ciencias Humanas|http://letras.unmsm.edu.pe/|universidad nacional mayor de san marcos facultad de letras y ciencias humanas|universidad nacional mayor de san marcos facultad de letras y ciencias humanas
2480|2480|Universidad Pablo de Olavide|http://www.upo.es/portal/impe/web/portada|universidad pablo de olavide|universidad pablo de olavide
2481|2481|Universidad Pedagógica y Tecnológica de Colombia, Facultad de Ingeniería|http://revistas.uptc.edu.co/|universidad pedag gica y tecnol gica de colombia facultad de ingenier a|universidad pedag gica y tecnol gica de colombia facultad de ingenier a
2482|2482|Universidad Peruana de Ciencias Aplicada|http://www.upc.edu.pe/|universidad peruana de ciencias aplicada|universidad peruana de ciencias aplicada
2483|2483|Universidad Peruana Unión|http://www.upeu.edu.pe/|universidad peruana uni n|universidad peruana uni n
2484|329|Universidad Politécnica de Valencia (PoliPapers) (Blue)|http://www.upv.es/|universidad polit cnica de valencia polipapers blue|universidad polit cnica de valencia polipapers blue
2485|2485|Universidad Politécnica Salesiana|http://www.ups.edu.ec/|universidad polit cnica salesiana|universidad polit cnica salesiana
2486|2486|Universidad Pontificia Bolivariana, Escuela de Teología, Filosofía y Humanidades|http://www.upb.edu.co/portal/page?_pageid=1054,32103328&_dad=portal|universidad pontificia bolivariana escuela de teolog a filosof a y humanidades|universidad pontificia bolivariana escuela de teolog a filosof a y humanidades
2487|2487|Universidad Rey Juan Carlos, Grupo de investigación methaodos.org|http://www.methaodos.org/revista-methaodos/index.php/methaodos/index|universidad rey juan carlos grupo de investigaci n methaodos org|universidad rey juan carlos grupo de investigaci n methaodos org
2488|2488|Universidad Tecnológica Equinoccial|http://www.ute.edu.ec/|universidad tecnol gica equinoccial|universidad tecnol gica equinoccial
2489|2489|Universidade Aberta|http://www.uab.pt/|universidade aberta|universidade aberta
2490|2490|Universidade Autónoma de Lisboa|http://www.universidade-autonoma.pt/|universidade aut noma de lisboa|universidade aut noma de lisboa
2491|2491|Universidade Católica Editora|http://www.uceditora.ucp.pt/|universidade cat lica editora|universidade cat lica editora
2492|2492|Universidade Católica Portuguesa, Centro de Estudos de História Religiosa|http://www.cehr.ft.lisboa.ucp.pt/|universidade cat lica portuguesa centro de estudos de hist ria religiosa|universidade cat lica portuguesa centro de estudos de hist ria religiosa
2493|2493|Universidade Católica Portuguesa, Centro de Estudos de Serviço Social e Sociologia|http://www.cesss-ucp.com.pt/|universidade cat lica portuguesa centro de estudos de servi o social e sociologia|universidade cat lica portuguesa centro de estudos de servi o social e sociologia
2494|2494|Universidade Católica Portuguesa, Centro de Investigação em Ciência e Tecnologia das Artes|http://www.artes.ucp.pt/citar/|universidade cat lica portuguesa centro de investiga o em ci ncia e tecnologia das artes|universidade cat lica portuguesa centro de investiga o em ci ncia e tecnologia das artes
2495|2495|Universidade Católica Portuguesa, Centro Regional das Beiras, Departamento de Economia, Gestão e Ciências Sociais|http://icm.crb.ucp.pt/site/custom/template/ucptplcrhome.asp|universidade cat lica portuguesa centro regional das beiras departamento de economia gest o e ci ncias sociais|universidade cat lica portuguesa centro regional das beiras departamento de economia gest o e ci ncias sociais
2496|2496|Universidade Católica Portuguesa, Centro Regional das Beiras, Departamento de Letras|http://icm.crb.ucp.pt/site/custom/template/ucptplcrhome.asp|universidade cat lica portuguesa centro regional das beiras departamento de letras|universidade cat lica portuguesa centro regional das beiras departamento de letras
2497|2497|Universidade Católica Portuguesa, Centro Regional do Porto|http://www.porto.ucp.pt/ |universidade cat lica portuguesa centro regional do porto|universidade cat lica portuguesa centro regional do porto
2498|2498|Universidade Católica Portuguesa, Faculdade de Ciências Humanas, Centro de Estudos de Comunicação e Cultura|http://cecc.fch.lisboa.ucp.pt/|universidade cat lica portuguesa faculdade de ci ncias humanas centro de estudos de comunica o e cultura|universidade cat lica portuguesa faculdade de ci ncias humanas centro de estudos de comunica o e cultura
2499|2499|Universidade Católica Portuguesa, Faculdade de Teologia|http://www.ft.lisboa.ucp.pt/|universidade cat lica portuguesa faculdade de teologia|universidade cat lica portuguesa faculdade de teologia
2500|2500|Universidade Comunitária Regional de Chapecó|http://www.unochapeco.edu.br/|universidade comunit ria regional de chapec|universidade comunit ria regional de chapec
2501|2501|Universidade de Aveiro, Centro de Investigação em Didáctica e Tecnologia na Formação de Formadores|http://www.ua.pt/cidtff/|universidade de aveiro centro de investiga o em did ctica e tecnologia na forma o de formadores|universidade de aveiro centro de investiga o em did ctica e tecnologia na forma o de formadores
2502|2502|Universidade de Aveiro, Departamento de Economia, Gestão e Engenharia Industrial|http://www.ua.pt/egi/PageImage.aspx?id=4928|universidade de aveiro departamento de economia gest o e engenharia industrial|universidade de aveiro departamento de economia gest o e engenharia industrial
2503|2503|Universidade de Aveiro, Departamento de Electrónica, Telecomunicações e Informática|http://www.det.ua.pt/|universidade de aveiro departamento de electr nica telecomunica es e inform tica|universidade de aveiro departamento de electr nica telecomunica es e inform tica
2504|2504|Universidade de Aveiro, Departamento de Geociências|http://www.geo.ua.pt/|universidade de aveiro departamento de geoci ncias|universidade de aveiro departamento de geoci ncias
2505|2505|Universidade de Aveiro, Departamento de Línguas e Culturas|http://editorial.ua.pt/|universidade de aveiro departamento de l nguas e culturas|universidade de aveiro departamento de l nguas e culturas
2506|589|Universidade de Brasília (Green)|http://seer.bce.unb.br/|universidade de bras lia green|universidade de bras lia green
2507|2507|Universidade de Brasília, Pos Graduacao em Grupo de Estudos em Literatura Brasileira Contemporânea|http://www.gelbc.com.br/inicio.html|universidade de bras lia pos graduacao em grupo de estudos em literatura brasileira contempor nea|universidade de bras lia pos graduacao em grupo de estudos em literatura brasileira contempor nea
2508|2508|Universidade de Caxias do Sul|http://www.ucs.br/|universidade de caxias do sul|universidade de caxias do sul
2509|2509|Universidade de Coimbra, Centro de Estudos Sociais|http://www.ces.uc.pt/|universidade de coimbra centro de estudos sociais|universidade de coimbra centro de estudos sociais
2510|2510|Universidade de Coimbra, Departamento de Ciências da Terra|http://www.dct.uc.pt/|universidade de coimbra departamento de ci ncias da terra|universidade de coimbra departamento de ci ncias da terra
2511|2511|Universidade de Coimbra, Faculdade de Economia|http://www.uc.pt/feuc|universidade de coimbra faculdade de economia|universidade de coimbra faculdade de economia
2512|2512|Universidade de Coimbra, Faculdade de Letras, Instituto de História Económica e Social|http://www.uc.pt/fluc/ihes/|universidade de coimbra faculdade de letras instituto de hist ria econ mica e social|universidade de coimbra faculdade de letras instituto de hist ria econ mica e social
2513|2513|Universidade de Fortaleza|http://www.unifor.br/|universidade de fortaleza|universidade de fortaleza
2514|2514|Universidade de Lisboa, Centro de Estudos Anglísticos|http://www.ulices.org/index.html|universidade de lisboa centro de estudos angl sticos|universidade de lisboa centro de estudos angl sticos
2515|2515|Universidade de Lisboa, Centro de Estudos Geográficos|http://www.ceg.ul.pt/|universidade de lisboa centro de estudos geogr ficos|universidade de lisboa centro de estudos geogr ficos
2516|2516|Universidade de Lisboa, Faculdade de Belas-Artes, Centro de Investigação e Estudos em Belas-Artes|http://www.fba.ul.pt/en|universidade de lisboa faculdade de belas artes centro de investiga o e estudos em belas artes|universidade de lisboa faculdade de belas artes centro de investiga o e estudos em belas artes
2517|2517|Universidade de Lisboa, Faculdade de Ciências, Centro de Filosofia das Ciências|http://cfcul.fc.ul.pt/|universidade de lisboa faculdade de ci ncias centro de filosofia das ci ncias|universidade de lisboa faculdade de ci ncias centro de filosofia das ci ncias
2518|2518|Universidade de Lisboa, Faculdade de Letras, Centro de Filosofia|http://www.centrofilosofia.org/index.php|universidade de lisboa faculdade de letras centro de filosofia|universidade de lisboa faculdade de letras centro de filosofia
2519|2519|Universidade de Lisboa, Faculdade de Medicina|http://www.ul.pt/portal/page?_pageid=173,177202&_dad=portal&_schema=PORTAL|universidade de lisboa faculdade de medicina|universidade de lisboa faculdade de medicina
2520|2520|Universidade de Lisboa, Instituto de Ciências Sociais|http://www.ics.ul.pt/instituto/?|universidade de lisboa instituto de ci ncias sociais|universidade de lisboa instituto de ci ncias sociais
2521|2521|Universidade de Lisboa, Jardim Botanico|http://www.mnhnc.ul.pt/portal/page?_pageid=418,1391161&_dad=portal&_schema=PORTAL|universidade de lisboa jardim botanico|universidade de lisboa jardim botanico
2522|2522|Universidade de Lisboa, Museu Nacional de História Natural e da Ciência|http://www.mnhnc.ul.pt/portal/page?_pageid=418,1&_dad=portal&_schema=PORTAL|universidade de lisboa museu nacional de hist ria natural e da ci ncia|universidade de lisboa museu nacional de hist ria natural e da ci ncia
2523|2523|Universidade de Lisboa, Unidade de I&D de Ciências da Educação|http://uidce.fpce.ul.pt/|universidade de lisboa unidade de i d de ci ncias da educa o|universidade de lisboa unidade de i d de ci ncias da educa o
2524|2524|Universidade de São Paulo, Escola de Comunicações e Artes, Centro de Estudos Latino-Americanos sobre Cultura e Comunicação|http://www.usp.br/celacc/|universidade de s o paulo escola de comunica es e artes centro de estudos latino americanos sobre cultura e comunica o|universidade de s o paulo escola de comunica es e artes centro de estudos latino americanos sobre cultura e comunica o
2525|2525|Universidade de São Paulo, Faculdade de Educação|http://www4.fe.usp.br/|universidade de s o paulo faculdade de educa o|universidade de s o paulo faculdade de educa o
2526|2526|Universidade de São Paulo, Museu de Zoologia|http://www.mz.usp.br/publicacoes|universidade de s o paulo museu de zoologia|universidade de s o paulo museu de zoologia
2527|2527|Universidade de Trás-os-Montes e Alto Douro, Centro de Investigação em Desporto, Saúde e Desenvolvimento Humano|http://www.revistamotricidade.com/|universidade de tr s os montes e alto douro centro de investiga o em desporto sa de e desenvolvimento humano|universidade de tr s os montes e alto douro centro de investiga o em desporto sa de e desenvolvimento humano
2528|2528|Universidade do Estado da Bahia|http://www.uneb.br/index.php|universidade do estado da bahia|universidade do estado da bahia
2529|2529|Universidade do Minho|http://www.uminho.pt/|universidade do minho|universidade do minho
2530|2530|Universidade do Minho, Instituto de Educação, Centro de Investigação em Educação|http://www.cied.uminho.pt/Default.aspx?tabindex=0&tabid=4&pageid=3&lang=pt-PT|universidade do minho instituto de educa o centro de investiga o em educa o|universidade do minho instituto de educa o centro de investiga o em educa o
2531|2531|Universidade do Porto|http://sigarra.up.pt/up/web_page.inicial|universidade do porto|universidade do porto
2532|2532|Universidade do Porto, Faculdade de Letras|http://sigarra.up.pt/flup/|universidade do porto faculdade de letras|universidade do porto faculdade de letras
2533|2533|Universidade do Porto, Faculdade de Psicologia e de Ciências da Educação|http://sigarra.up.pt/fpceup/web_page.inicial|universidade do porto faculdade de psicologia e de ci ncias da educa o|universidade do porto faculdade de psicologia e de ci ncias da educa o
2534|2534|Universidade do Sul de Santa Catarina|http://www.portaldeperiodicos.unisul.br/index.php/index/index|universidade do sul de santa catarina|universidade do sul de santa catarina
2535|2535|Universidade dos Açores|http://www.uac.pt/|universidade dos a ores|universidade dos a ores
2536|2536|Universidade EAFIT|http://www.eafit.edu.co/Paginas/index.aspx|universidade eafit|universidade eafit
2537|2537|Universidade Estadual de Campinas, Departamento de Política Científica e Tecnológica, Instituto de Geociências|http://www.ige.unicamp.br/|universidade estadual de campinas departamento de pol tica cient fica e tecnol gica instituto de geoci ncias|universidade estadual de campinas departamento de pol tica cient fica e tecnol gica instituto de geoci ncias
2538|2538|Universidade Estadual de Campinas, Faculdade de Educação|http://www.fae.unicamp.br/etd/|universidade estadual de campinas faculdade de educa o|universidade estadual de campinas faculdade de educa o
2539|2539|Universidade Estadual de Feira de Santana|http://www.uefs.br/portal|universidade estadual de feira de santana|universidade estadual de feira de santana
2540|2540|Universidade Estadual de Maringá|http://periodicos.uem.br/ojs/index.php/index/about|universidade estadual de maring|universidade estadual de maring
2541|2541|Universidade Estadual Paulista, Faculdade de Ciências e Letras, Centro de Documentação e Apoio à Pesquisa|http://www.assis.unesp.br/#!/cedap|universidade estadual paulista faculdade de ci ncias e letras centro de documenta o e apoio pesquisa|universidade estadual paulista faculdade de ci ncias e letras centro de documenta o e apoio pesquisa
2542|2542|Universidade Estadual Paulista, Faculdade de Ciências e Letras, Programa de Pós-graduação em História|http://www.assis.unesp.br/#!/historia|universidade estadual paulista faculdade de ci ncias e letras programa de p s gradua o em hist ria|universidade estadual paulista faculdade de ci ncias e letras programa de p s gradua o em hist ria
2543|2543|Universidade Estadual Paulista, Instituto de Geociências e Ciências Exatas|http://www.rc.unesp.br/igce/|universidade estadual paulista instituto de geoci ncias e ci ncias exatas|universidade estadual paulista instituto de geoci ncias e ci ncias exatas
2544|2544|Universidade Federal da Paraíba, Pró-Reitoria de Pós-Graduação e Pesquisa, Grupo de Pesquisa em Teoria Crítica e Hermenêutica|http://www.prpg.ufpb.br/portal/index.php/grupos-de-pesquisa/74-grupos-de-pesquisa|universidade federal da para ba pr reitoria de p s gradua o e pesquisa grupo de pesquisa em teoria cr tica e hermen utica|universidade federal da para ba pr reitoria de p s gradua o e pesquisa grupo de pesquisa em teoria cr tica e hermen utica
